Commit SHA,Java File,Old function signature,New function signature
fe63c9cec4fc898aed1dfd98f7d995bb4716cba9,abstract-factory/src/main/java/com/iluwatar/abstractfactory/App.java,getArmy (  ),getArmy ( KingdomFactory  factory )
c0c21ebd910bcacf214f23121dabcbf82463d127,abstract-factory/src/main/java/com/iluwatar/abstractfactory/App.java,getKing (  ),getKing ( KingdomFactory  factory )
c0c21ebd910bcacf214f23121dabcbf82463d127,abstract-factory/src/main/java/com/iluwatar/abstractfactory/App.java,getCastle (  ),getCastle ( KingdomFactory  factory )
c0c21ebd910bcacf214f23121dabcbf82463d127,abstract-factory/src/main/java/com/iluwatar/abstractfactory/App.java,getArmy (  ),getArmy ( KingdomFactory  factory )
1e988c10f9ea5c5f1c4b9c83c0628d0c2fb790ed,abstract-factory/src/main/java/com/iluwatar/abstractfactory/App.java,getKing (  ),getKing ( KingdomFactory  factory )
1e988c10f9ea5c5f1c4b9c83c0628d0c2fb790ed,abstract-factory/src/main/java/com/iluwatar/abstractfactory/App.java,getCastle (  ),getCastle ( KingdomFactory  factory )
1e988c10f9ea5c5f1c4b9c83c0628d0c2fb790ed,abstract-factory/src/main/java/com/iluwatar/abstractfactory/App.java,getArmy (  ),getArmy ( KingdomFactory  factory )
0a61d7b06729bec9906ec99fca9d9e9c8cd9f9eb,abstract-factory/src/main/java/com/iluwatar/abstractfactory/App.java,getKing (  ),getKing ( KingdomFactory  factory )
0a61d7b06729bec9906ec99fca9d9e9c8cd9f9eb,abstract-factory/src/main/java/com/iluwatar/abstractfactory/App.java,getCastle (  ),getCastle ( KingdomFactory  factory )
0a61d7b06729bec9906ec99fca9d9e9c8cd9f9eb,abstract-factory/src/main/java/com/iluwatar/abstractfactory/App.java,getArmy (  ),getArmy ( KingdomFactory  factory )
dbc2acae5ffa2d3770c98f9161a97010379f573e,reactor/src/main/java/com/iluwatar/reactor/app/LoggingHandler.java,"sendReply ( AbstractNioChannel  channel, SelectionKey  key )","sendReply ( AbstractNioChannel  channel, DatagramPacket  incomingPacket, SelectionKey  key )"
8d429525dcb752db7854f0695630c1a98eb17b76,reactor/src/main/java/com/iluwatar/reactor/app/LoggingHandler.java,"sendReply ( AbstractNioChannel  channel, SelectionKey  key )","sendReply ( AbstractNioChannel  channel, DatagramPacket  incomingPacket, SelectionKey  key )"
ec8203a196106ac6cbb732775af153ff4b15dfd6,reactor/src/main/java/com/iluwatar/reactor/App.java,tcpChannel ( int  port ),"tcpChannel ( int  port, ChannelHandler  handler )"
ec8203a196106ac6cbb732775af153ff4b15dfd6,reactor/src/main/java/com/iluwatar/reactor/App.java,udpChannel ( int  port ),"udpChannel ( int  port, ChannelHandler  handler )"
ec8203a196106ac6cbb732775af153ff4b15dfd6,reactor/src/main/java/com/iluwatar/reactor/AppClient.java,writeLogs ( PrintWriter  writer ),"writeLogs ( PrintWriter  writer, InputStream  inputStream )"
d3f2ea22ac422ddac4d7d9733c45e3ebc46e6001,reactor/src/main/java/com/iluwatar/reactor/NioReactor.java,handle (  ),handle ( SelectableChannel  channel )
d3f2ea22ac422ddac4d7d9733c45e3ebc46e6001,reactor/src/main/java/com/iluwatar/reactor/NioReactor.java,handle (  ),handle ( SelectableChannel  channel )
d3f2ea22ac422ddac4d7d9733c45e3ebc46e6001,reactor/src/main/java/com/iluwatar/reactor/NioReactor.java,handle (  ),handle ( SelectableChannel  channel )
b2bfdb1752d2eff2d1b7abf6e62a9ce8b08a3610,dependency-injection/src/main/java/com/iluwatar/Tobacco.java,smoke (  ),smoke ( Wizard  wizard )
